image_id,melanoma,asymmetry,asymmetry_gauss,area,perimeter,compactness,color_dist,color_sd,color_score
ISIC_0000069,0.0,0.2950430222788771,0.28395027238441123,34517.0,1006.0,0.42859484691832656,0.21815210764494267,0.12074053892404084,1.0
ISIC_0000071,0.0,0.34076806976354185,0.3273586442887404,23852.0,746.0,0.5385884177520412,0.07972236395666324,0.032044516667273905,1.0
ISIC_0000072,0.0,0.3181198703776613,0.30702064896755166,32701.0,925.0,0.480272181691932,0.23483359645646362,0.1062927333676395,2.0
ISIC_0000073,0.0,0.2990082913347423,0.2911117208772189,91716.0,1536.0,0.48850896507541486,0.30022602429684747,0.14633345301077155,2.0
ISIC_0000074,1.0,0.7639267860343764,0.735226312149389,99726.0,1974.0,0.32160587020516535,0.38464780017801903,0.18631396126744706,4.0
ISIC_0000075,0.0,0.23077477823986153,0.21859643600370737,165657.0,2056.0,0.4924628062269341,0.14167464035275684,0.0640241888730792,3.0
ISIC_0000077,1.0,0.40393579379862926,0.39235525576166386,111666.0,1536.0,0.5947690925695764,0.1600315246269616,0.0657373936818896,1.0
ISIC_0000078,1.0,0.5179103489372973,0.4983557934102779,29863.0,972.0,0.3972013980514149,0.1986520059335205,0.08441841823263319,2.0
ISIC_0000079,0.0,0.5328316086547507,0.5192811452939385,15652.0,839.0,0.27941890191647895,0.1571285177702077,0.0727124458822066,2.0
ISIC_0000080,0.0,0.1089531405782652,0.09482390401118317,49723.0,1238.0,0.40768609413391577,0.26659667366910117,0.12076880824050244,4.0
ISIC_0000081,0.0,0.5163617456861535,0.49111368836786506,30310.0,1241.0,0.24731601345723148,0.2787504623815801,0.18511442718551732,2.0
ISIC_0000082,0.0,0.327364705546108,0.3125147366815074,69445.0,1492.0,0.3920244913507306,0.2582939827828691,0.11892263589620879,3.0
ISIC_0000085,0.0,0.3598739920811537,0.3379592290791779,34162.0,1229.0,0.28421656518045924,0.23656061793055952,0.10912415043850693,3.0
ISIC_0000086,0.0,0.1719005120238416,0.16140748800784663,63083.0,1527.0,0.33997276590273556,0.18277171687873642,0.08255647959685007,3.0
ISIC_0000087,0.0,0.17897781694187964,0.16965136038542697,103759.0,1820.0,0.3936342375846194,0.20755672751110174,0.09793835032098952,3.0
ISIC_0000088,0.0,0.5475056574458743,0.5294002352018816,58613.0,1653.0,0.2695616508434258,0.263944619460837,0.11813824679557061,3.0
ISIC_0000089,0.0,0.544107785161251,0.5270862114576291,32806.0,1115.0,0.33159915089759856,0.28252368748588264,0.12512250851688575,4.0
ISIC_0000091,0.0,0.1411368915707687,0.13319382683756212,37148.0,898.0,0.5788854415184133,0.06649657886124398,0.02701992210456994,1.0
ISIC_0000092,0.0,0.28039299444681764,0.2712664623540131,23410.0,774.0,0.4910541168101346,0.07446482074362573,0.03384518932388602,2.0
ISIC_0000093,0.0,0.11406176092979256,0.10373348271657824,29320.0,847.0,0.5135787067251887,0.12470846619961333,0.05627419136238732,3.0
ISIC_0000094,0.0,0.43203490183857896,0.4204566210045662,16045.0,632.0,0.5047954467117473,0.11112833771307204,0.05058044528153358,2.0
ISIC_0000095,0.0,0.36334450686936404,0.35507447497455824,20953.0,692.0,0.5498495678995868,0.23430748631356052,0.1074644667756705,3.0
ISIC_0000096,0.0,0.2687150461559194,0.25828505819111736,74205.0,1324.0,0.5319454068044984,0.16226939512948554,0.07923938518766503,2.0
ISIC_0000097,0.0,0.20891068002558089,0.19763207171608452,65042.0,1787.0,0.255949712513383,0.24024392607299125,0.11529072958762086,3.0
ISIC_0000098,0.0,0.30784345832651056,0.30784345832651056,5975.0,407.0,0.4532720657582965,0.11550833479882565,0.0472025003747335,2.0
ISIC_0000099,0.0,0.27729093987988934,0.2666714937368764,107513.0,1568.0,0.5495139573442697,0.21374158710525656,0.09404963707236545,3.0
ISIC_0000100,0.0,0.22485150503591617,0.21326029643292993,104034.0,1520.0,0.5658456546460536,0.4529793101295756,0.2159861594434819,2.0
ISIC_0000101,0.0,0.22413529815988392,0.21057665777614276,104776.0,1785.0,0.41323322975938503,0.19428053076158966,0.12592709068446248,2.0
ISIC_0000102,0.0,0.3807787472327126,0.3785325382421571,7567.0,420.0,0.5390574061159629,0.1137076483169184,0.05348307255679715,3.0
ISIC_0000103,0.0,0.2272352544405306,0.21634615384615385,106209.0,1548.0,0.556966752373853,0.3254262587579855,0.14404268573909745,3.0
ISIC_0000104,0.0,0.28604289710910785,0.2695104364326376,63935.0,1172.0,0.5849157424875754,0.1258937743560186,0.05788714111504429,1.0
ISIC_0000105,0.0,0.4513416722894068,0.4390415785764623,18957.0,888.0,0.302101959733898,0.27241859377835637,0.13212513294456546,4.0
ISIC_0000107,0.0,0.901384378738677,0.8614971689094786,52151.0,1496.0,0.29282578583416974,0.26668173941707446,0.12232562178886515,3.0
ISIC_0000108,0.0,0.29192965741733157,0.28306273417235084,49929.0,1270.0,0.38900509542088113,0.24710953149942225,0.11146336498417618,3.0
ISIC_0000109,0.0,0.6854100328861513,0.6295867359564464,94891.0,2435.0,0.20111152367588617,0.2999330750023391,0.16947950338161355,2.0
ISIC_0000110,0.0,0.1569120161937668,0.14819384467749674,28402.0,788.0,0.5747862257933554,0.14011625607671807,0.0614905034871508,2.0
ISIC_0000111,0.0,0.17616884786308046,0.16765988415445277,162670.0,1976.0,0.5235322626164292,0.4992689606686865,0.23183919848453427,4.0
ISIC_0000112,0.0,0.3817302095459837,0.36749880406087776,54597.0,1124.0,0.5430577567028088,0.16714432317411332,0.07215330073249121,2.0
ISIC_0000113,0.0,0.153504391953859,0.14333519241494702,48723.0,1002.0,0.6098295180531371,0.09416882148839897,0.05087228847689348,2.0
ISIC_0000116,0.0,0.6577440200912683,0.6353824216738622,97385.0,1653.0,0.447874385671899,0.22730139187654988,0.09729944329646949,2.0
ISIC_0000118,0.0,0.3702415975751092,0.35935044525929805,22202.0,728.0,0.5264282702496724,0.2043492112773459,0.09387567248672951,3.0
ISIC_0000119,0.0,0.33472143076316135,0.31467595641183593,45135.0,1342.0,0.31493307899497225,0.31051650023332916,0.14889713814291533,3.0
ISIC_0000120,0.0,0.23367299472515513,0.22098987702968953,113265.0,1898.0,0.3951055927195816,0.32335934151979345,0.1650830988853966,3.0
ISIC_0000121,0.0,0.17468881884716064,0.16639533217853375,74434.0,1278.0,0.572689887557345,0.05861272402685631,0.02426524649389548,2.0
ISIC_0000122,0.0,0.37195237195237196,0.35955533004289864,105303.0,1464.0,0.6174026008558146,0.1628379210209901,0.07197934034141411,2.0
ISIC_0000123,0.0,0.20248324793062672,0.19207924623212802,50381.0,1096.0,0.5270545163584479,0.21121697232625333,0.09635803481035786,3.0
ISIC_0000124,0.0,0.295766581533937,0.28252854690648554,63980.0,1717.0,0.272717815475279,0.18043018826244434,0.08410677550539912,3.0
ISIC_0000125,0.0,0.23087621696801114,0.23087621696801114,2802.0,256.0,0.5372767709569458,0.08701287964642343,0.038211554563997545,3.0
ISIC_0000126,0.0,0.34749353436416663,0.33309650522138956,72290.0,1232.0,0.5985034705684089,0.24756150844820632,0.11191238454625647,3.0
ISIC_0000127,0.0,0.4390940203277899,0.42603103803878495,115740.0,1682.0,0.514092607784576,0.3047046487693228,0.1888388484228013,2.0
ISIC_0000128,0.0,0.2895405669599218,0.27337992678172396,40564.0,1061.0,0.4528140255008705,0.18892141086643663,0.08771935446225658,3.0
ISIC_0000129,0.0,0.2812214589207005,0.2713614658954152,24882.0,849.0,0.4337902328471866,0.2130552146622028,0.0921821707775922,4.0
ISIC_0000130,0.0,0.6302534644468244,0.6134045729551347,61188.0,1254.0,0.48896868785526443,0.3414484934760068,0.14863259580109556,3.0
ISIC_0000131,0.0,0.06699910497378853,0.05736470523218061,69942.0,1297.0,0.5224779403210358,0.15809814801493713,0.07166010334344908,3.0
ISIC_0000132,0.0,0.37457770270270274,0.3637116818558409,9268.0,568.0,0.36099336333899773,0.276153222964594,0.14797215272311173,2.0
ISIC_0000133,0.0,0.27226298187851605,0.26259511109987616,38253.0,896.0,0.5987690518264227,0.19464388422964538,0.08761089363020451,3.0
ISIC_0000134,0.0,0.398213041518095,0.3894248234106963,24169.0,740.0,0.5546322340731316,0.23682563136369336,0.11197710786305577,3.0
ISIC_0000135,0.0,0.3519322701893953,0.3366294674389038,27081.0,917.0,0.404702502479472,0.33381308563453255,0.15408043384060574,4.0
ISIC_0000136,0.0,0.2871740333278242,0.2749970218699853,138580.0,1792.0,0.5422935142479391,0.572915766198156,0.2662830153634552,5.0
ISIC_0000137,0.0,0.5451104669500308,0.5312249274262958,66068.0,1456.0,0.39163209349220063,0.16759746258327354,0.07405593493021738,3.0
ISIC_0000138,0.0,0.3614519546438799,0.3490852966544101,42638.0,978.0,0.5601817806205294,0.1930646592632933,0.08662322935167788,3.0
ISIC_0000139,1.0,0.17616608844099346,0.16812346901896744,72196.0,1236.0,0.5938627140964399,0.21953769717578525,0.09953059645545566,3.0
ISIC_0000140,1.0,0.34754195752264966,0.3278769585775654,93803.0,1456.0,0.5560371929807002,0.3596154951243313,0.16190456592121594,3.0
ISIC_0000141,1.0,0.32780145185121734,0.3149559994119253,46344.0,1118.0,0.46592903228665217,0.23054852376746487,0.10425528530184092,4.0
ISIC_0000142,1.0,0.18659224705139435,0.18099511653937972,97673.0,1408.0,0.6191260557651,0.41393663317949947,0.18434854538633147,4.0
ISIC_0000143,1.0,0.21840832284142866,0.20922989072598436,74998.0,1278.0,0.5770292633343064,0.26126965856937157,0.12604444941492235,3.0
ISIC_0000145,1.0,0.5046938080645946,0.4868682825761946,81714.0,1483.0,0.4669001701830662,0.04251704176816018,0.0176266435888298,3.0
ISIC_0000146,1.0,0.21421309678062395,0.20487568458294964,99827.0,1454.0,0.5933747624631918,0.3087669797332908,0.13390315681438195,3.0
ISIC_0000147,1.0,0.173891365112941,0.166130051897264,131797.0,1658.0,0.6024851354403681,0.26211430515823747,0.12273295360560998,2.0
ISIC_0000148,1.0,0.3553339980059821,0.34285714285714286,39785.0,1003.0,0.4969667815022328,0.23628337524630277,0.10813059193737388,3.0
ISIC_0000149,1.0,0.24391843718807926,0.23338598824963974,139665.0,1696.0,0.6101628387043021,0.24318578998899124,0.10843382145110185,2.0
ISIC_0000150,1.0,0.7196195602591005,0.6920085917277083,87126.0,1574.0,0.44192460639241604,0.2332183795249923,0.10243958761483148,3.0
ISIC_0000151,1.0,0.45747083873356786,0.4420533999927544,26733.0,840.0,0.4761008866690246,0.24423598702557553,0.11093440657995095,4.0
ISIC_0000152,1.0,0.41476790494222104,0.399410954348962,60772.0,1414.0,0.38195708852865345,0.2664061473303681,0.13100651580016145,4.0
ISIC_0000153,1.0,0.3037773359840954,0.2915762021608705,74902.0,1604.0,0.36584283203957485,0.2642844562647527,0.15452609346842947,2.0
ISIC_0000154,1.0,0.9718887480426516,0.9447457872278875,26497.0,931.0,0.38415563479283793,0.12783874442305565,0.05746008300817378,3.0
ISIC_0000155,1.0,0.28462834588722274,0.2699968055627781,129973.0,1726.0,0.5482535148012688,0.36529432082666624,0.15819027851674103,4.0
ISIC_0000156,1.0,0.45512722661249605,0.44323816722208864,84647.0,1500.0,0.4727580326194048,0.33117284343347386,0.15157419743899905,3.0
ISIC_0000157,1.0,0.17854326201439946,0.16851671214609393,78137.0,1364.0,0.5277616832791807,0.3728629574155068,0.1721943980201379,3.0
ISIC_0000159,1.0,0.3914053426248548,0.37483506126295946,102794.0,1506.0,0.5695445314503106,0.4601005291860697,0.21025323219517786,4.0
ISIC_0000160,1.0,0.33706246999645173,0.32601864939343717,190907.0,2104.0,0.5419263224121957,0.24415985409139968,0.11143413335743764,2.0
ISIC_0000161,1.0,0.3746051189478435,0.3592521295913834,123431.0,1839.0,0.4586386527955464,0.45147019362048935,0.20109505714875,4.0
ISIC_0000162,1.0,0.5391488503428802,0.5243353302791809,98619.0,1550.0,0.5158305530145628,0.21468188770342436,0.09247743721829094,2.0
ISIC_0000163,1.0,0.546605502028751,0.5329518359561278,71246.0,1328.0,0.5076614670980422,0.42139819421572416,0.1971421425574568,4.0
ISIC_0000164,1.0,0.6566821980622735,0.6330625638818657,53664.0,1215.0,0.45681499273415005,0.2736764170914612,0.12228386224166048,3.0
ISIC_0000165,1.0,1.0343660313488852,0.9998573466476461,26835.0,1017.0,0.3260390040272384,0.3039885108553666,0.13314982437046324,4.0
ISIC_0000166,1.0,0.28992031421126174,0.2742465174872023,131671.0,2042.0,0.39681540374066415,0.5208032899255813,0.24612011787251134,3.0
ISIC_0000167,1.0,0.6417867435158502,0.6181119444616624,62012.0,1260.0,0.4908451590688089,0.33787281595154467,0.14743105951621857,3.0
ISIC_0000169,1.0,0.567765470934997,0.5543492015286109,75658.0,1533.0,0.4045576435365581,0.2818680928709703,0.13838919649392498,3.0
ISIC_0000171,1.0,0.43832946886926083,0.41610352013811985,110224.0,1742.0,0.45644634108792087,0.32849926101128624,0.14860999751738227,3.0
ISIC_0000172,1.0,0.43303741993482414,0.40497088728599984,88340.0,1827.0,0.3325754322732716,0.34617190384521584,0.15006675454607288,3.0
ISIC_0000174,1.0,0.7988879190508519,0.7735837186625145,61445.0,1258.0,0.48790484454296906,0.3821811219558701,0.19166673588794692,3.0
ISIC_0000176,1.0,0.27953266983989616,0.25834918219855457,50385.0,1286.0,0.3828504745473365,0.21389625057944145,0.10223768381821674,3.0
ISIC_0000177,0.0,0.30143852782641534,0.29283698427630694,28861.0,819.0,0.5406963468374281,0.2129105692517975,0.09421826241049942,2.0
ISIC_0000179,0.0,0.2904586240300596,0.2738355854155658,101402.0,2243.0,0.25327821554456115,0.3687594188695797,0.19643178014081952,3.0
ISIC_0000181,0.0,0.1889335757442198,0.18078406746209744,54086.0,1086.0,0.5762820299952096,0.2615703222700408,0.11444619691120018,3.0
ISIC_0000182,0.0,0.14087095722289747,0.1319202463745066,67078.0,1188.0,0.5972512782638284,0.19925943337275456,0.08732731138611909,2.0
ISIC_0000184,0.0,0.29541918406110446,0.285159369423549,98487.0,1472.0,0.5711802111776678,0.2548636415553601,0.11295175822622101,3.0
ISIC_0000185,0.0,0.18763288184480886,0.177022953860422,66809.0,1290.0,0.5045049302173679,0.07025380348996886,0.029939373413993064,3.0
ISIC_0000186,0.0,0.24493371023609506,0.23314267927318003,24872.0,708.0,0.6235252679632715,0.18452400168504282,0.0828588248045433,3.0
ISIC_0000188,0.0,0.3172597547073931,0.3054909151525254,144990.0,1798.0,0.563596826586436,0.12965626350768591,0.05729878614494869,2.0
ISIC_0000189,0.0,0.3907410103362935,0.3761832406874357,102527.0,1478.0,0.5897925001869563,0.35581922070971217,0.17678502937940657,2.0
ISIC_0000190,0.0,0.3833679986747409,0.3663381619567798,162280.0,2012.0,0.5037544670590292,0.3103473890303522,0.14509278184539284,3.0
ISIC_0000191,0.0,0.43805216342529774,0.42632728990728164,32870.0,868.0,0.5482392412426284,0.24594341948621856,0.10788151620294174,3.0
ISIC_0000192,0.0,0.19929049822624556,0.19252543154903584,132724.0,1694.0,0.5812092451517219,0.315366864379989,0.13905961357013005,2.0
ISIC_0000193,0.0,0.5909527611263717,0.5760086550386574,73461.0,1264.0,0.5777933672622572,0.3823852571602936,0.19276635613503335,3.0
ISIC_0000196,0.0,0.5071172812362585,0.4878947687458326,78955.0,1770.0,0.31669628518520493,0.32950422218962366,0.16261617000197123,3.0
ISIC_0000197,0.0,0.40102742563592675,0.37565397979152526,71816.0,1726.0,0.3029350281902235,0.43962690971468443,0.20969618161292655,3.0
ISIC_0000198,0.0,0.19045071552761803,0.18052097655233917,51949.0,1115.0,0.5250943208553115,0.04725855189024481,0.020410350104480272,1.0
ISIC_0000199,0.0,0.1206225202982398,0.10917166121445115,80877.0,1507.0,0.44751582030045445,0.3059636495495508,0.1304012427887286,4.0
ISIC_0000201,0.0,0.2715695952615992,0.25844093735054996,40520.0,962.0,0.550210858024725,0.35186835161128543,0.16297364058617372,4.0
ISIC_0000202,0.0,0.3687415658659862,0.3573395548076188,203064.0,2030.0,0.6192281983145019,0.4368885315465533,0.21838471853568064,2.0
ISIC_0000203,0.0,0.7358026370021629,0.720704527640645,234564.0,2056.0,0.6973085693922657,0.24919259448044564,0.11150422649308082,2.0
ISIC_0000204,0.0,0.263503375843961,0.2508405115167154,127376.0,1671.0,0.573250669757594,0.3488167546258746,0.16904781124282278,3.0
ISIC_0000205,0.0,0.3878408327936257,0.3729543147208122,167662.0,1864.0,0.6063909211421419,0.35082507397433454,0.15529814338052775,3.0
ISIC_0000206,0.0,0.475790757110366,0.4658357042857788,42179.0,1359.0,0.28699030752011395,0.4789694368330624,0.2167336115298407,3.0
ISIC_0000207,0.0,0.5404081793856574,0.5254396653458318,202164.0,1996.0,0.6376650467471285,0.20805787101200612,0.10060606889043495,2.0
ISIC_0000208,0.0,0.58521132935812,0.5672598393446451,181786.0,1912.0,0.6248769740172989,0.24417996487710975,0.11172327489292101,2.0
ISIC_0000209,0.0,0.3209523868667987,0.3038910974581376,160375.0,1914.0,0.5501266276640179,0.24110147944983215,0.10997824628897551,3.0
ISIC_0000211,0.0,0.14072852310530876,0.13103995187180398,35478.0,860.0,0.6027984000219507,0.38816204673653515,0.18231362528907336,4.0
ISIC_0000212,0.0,0.19388260635433496,0.18822936252008865,185012.0,2014.0,0.5731797378883612,0.39377388351598636,0.18404837777352348,3.0
ISIC_0000213,0.0,0.5168231915554176,0.49899244806870185,102451.0,1753.0,0.41895003750776894,0.29078363078157493,0.1314001969914292,2.0
ISIC_0000214,0.0,0.800889213311656,0.7825581583068304,59773.0,1471.0,0.34712794088479276,0.39889737481058946,0.1834265461241138,4.0
ISIC_0000215,0.0,0.3410357791029297,0.32983528719694105,184559.0,2006.0,0.5763459358255031,0.3633434311069068,0.15880632989072963,3.0
ISIC_0000216,0.0,0.21560430616699344,0.20291706781597818,107535.0,1732.0,0.45046798212665595,0.33104341956048267,0.16074227953500064,3.0
ISIC_0000217,0.0,0.36647579385736595,0.352269336719471,139596.0,1790.0,0.5474907375806258,0.27550035858379224,0.12646570948791766,2.0
ISIC_0000218,0.0,0.2512171712765029,0.24036800793474355,56966.0,1124.0,0.5666213925368098,0.34716884212000754,0.1648681292136137,3.0
ISIC_0000219,0.0,0.5701564686426663,0.5511599260932047,93790.0,1559.0,0.4849245478243799,0.2750894099036538,0.13238588893444847,3.0
ISIC_0000220,0.0,0.4540372670807453,0.44031926472366667,31905.0,871.0,0.5284845591671546,0.39601456341061864,0.17228648009755185,3.0
