image_id,melanoma,asymmetry,asymmetry_gauss,area,perimeter,compactness,color_dist,color_sd,color_score
ISIC_0000034,0.0,0.02093179318517596,0.01891376306773652,54673.0,1382.0,0.35972173793243034,0.1210750918130639,0.05387285101022332,1.0
ISIC_0000035,1.0,0.026038887118471268,0.02332890217340224,124620.0,1981.0,0.39905123559260736,0.12373637675828951,0.053980334089461846,3.0
ISIC_0000036,1.0,0.0406809330305263,0.0369322477789765,105671.0,1574.0,0.535989430044912,0.34332060943131737,0.15559036269180626,4.0
ISIC_0000037,0.0,0.04682923311445502,0.04224947014582306,115011.0,2157.0,0.31063397447949814,0.5096151235391473,0.23494823144613433,3.0
ISIC_0000038,0.0,0.041668389272325974,0.039000520394134965,140281.0,2157.0,0.37888588547146346,0.5013117724166568,0.23439438266823695,2.0
ISIC_0000039,0.0,0.006766182049290304,0.005928333517685633,59056.0,1273.0,0.4579489678997385,0.30274183979246694,0.14067443566259322,3.0
ISIC_0000040,1.0,0.03959212874152242,0.03475588316533165,44414.0,1347.0,0.3076058289317063,0.2582665095080619,0.14951023960042123,2.0
ISIC_0000041,0.0,0.07426315398335316,0.06970158277143933,18329.0,722.0,0.4418493699990586,0.14302170894192162,0.06701189981147855,3.0
ISIC_0000042,0.0,0.021309369761449246,0.01961167641955921,90278.0,1496.0,0.5069073707797966,0.40802281508563326,0.19788220382240798,3.0
ISIC_0000043,1.0,0.05180518716416547,0.04729032223852416,110466.0,1630.0,0.5224723159643947,0.3528065745859538,0.16779863075578608,3.0
ISIC_0000044,0.0,0.015744281970994898,0.014305105059491624,136597.0,2003.0,0.4278476261667459,0.37355597973623056,0.1780166912190232,3.0
ISIC_0000045,0.0,0.00488718296039773,0.004516099755256095,86113.0,1551.0,0.44983680698266726,0.323313553291043,0.15159709483108696,3.0
ISIC_0000046,1.0,0.03878895677071806,0.033939301181538255,101639.0,2005.0,0.31771776117632405,0.2708276048002694,0.1601959546418436,1.0
ISIC_0000047,0.0,0.04325169789647396,0.04085835962460645,66077.0,1377.0,0.43791749985629197,0.40400772902001586,0.19641999289310133,3.0
ISIC_0000048,0.0,0.0452939618921922,0.042552791293631084,33786.0,1003.0,0.42203141082906714,0.300971961061907,0.1391967314048351,3.0
ISIC_0000049,1.0,0.004351727064205582,0.003965049858506688,176825.0,1898.0,0.6168237887488635,0.34195511822117614,0.15750520431871728,3.0
ISIC_0000050,0.0,0.04391720023612305,0.04069161158461038,75952.0,1400.0,0.48695968413357543,0.14957719461234206,0.06455307873505857,2.0
ISIC_0000051,0.0,0.04465087588143972,0.04310525584778747,76302.0,1850.0,0.28015754875583154,0.1565132445971004,0.07649864399167204,3.0
ISIC_0000052,0.0,0.012592568551204148,0.011840166189095344,165564.0,2218.0,0.42291461214454124,0.44698766945169244,0.23075994819679335,3.0
ISIC_0000053,0.0,0.02140342776061672,0.019686363855026413,136914.0,2625.0,0.24968882594748254,0.4021708452526826,0.19843839213816983,3.0
ISIC_0000054,1.0,0.05038671967307942,0.04534019418493567,56238.0,1395.0,0.3631544048048361,0.285401118856714,0.14987087230817372,3.0
ISIC_0000055,0.0,0.013590464171232204,0.012481380698332746,112675.0,1920.0,0.3840917450555881,0.16304519720731947,0.07416354723857914,3.0
ISIC_0000056,1.0,0.029858803334640322,0.0271678456598019,106739.0,2080.0,0.3100318585905334,0.14316358451355865,0.0650179793165865,3.0
ISIC_0000057,0.0,0.02323122515771499,0.020896617855494022,52387.0,1166.0,0.4842128293166548,0.155028056343088,0.06819200116893244,2.0
ISIC_0000059,0.0,0.033583154065045515,0.030709133652685034,115122.0,1687.0,0.5083209683121133,0.43688141115259693,0.21060412554682406,3.0
ISIC_0000061,0.0,0.033254905574356786,0.02998207450660227,85233.0,1735.0,0.35581043495874076,0.3029443062109982,0.1545589795342554,3.0
ISIC_0000062,0.0,0.06429380407454514,0.06186567543838882,21619.0,921.0,0.3202773342856935,0.14628834154676051,0.07119729482176874,3.0
ISIC_0000063,0.0,0.027450678011903155,0.02399069512479782,115508.0,2038.0,0.3494729523073862,0.46743966611026266,0.22340921910535583,3.0
ISIC_0000064,0.0,0.01918437523062643,0.018047273182369053,90255.0,1622.0,0.4311014015817448,0.19883248803291598,0.09040740050093682,3.0
ISIC_0000065,0.0,0.015805008829437237,0.01439853011379716,68609.0,1521.0,0.3726769437736119,0.2086766213493693,0.10710082868372262,2.0
ISIC_0000066,0.0,0.05018034698485575,0.04767280547378465,135229.0,2041.0,0.4079375573427674,0.4822803439975521,0.22522685348283922,4.0
ISIC_0000067,0.0,0.01806831578525443,0.016422698025310208,73175.0,1444.0,0.4409996133133438,0.22183820550801478,0.10240097375979662,2.0
ISIC_0000068,0.0,0.010413011034729613,0.009223835210085865,96939.0,1642.0,0.4518165070764849,0.22356593297274358,0.10100368387371937,3.0
ISIC_0000069,0.0,0.021733558710048013,0.020128168113495545,34517.0,1006.0,0.42859484691832656,0.21815210764494267,0.12074053892404084,1.0
ISIC_0000071,0.0,0.02844754908609802,0.02623652020912217,23852.0,746.0,0.5385884177520412,0.07972236395666324,0.032044516667273905,1.0
ISIC_0000072,0.0,0.02529389561414467,0.023556718093298876,32701.0,925.0,0.480272181691932,0.23483359645646362,0.1062927333676395,2.0
ISIC_0000073,0.0,0.02231359101255893,0.021151579926510167,91716.0,1536.0,0.48850896507541486,0.30022602429684747,0.14633345301077155,2.0
ISIC_0000074,1.0,0.13333153871437084,0.12354428197460904,99726.0,1974.0,0.32160587020516535,0.38464780017801903,0.18631396126744706,4.0
ISIC_0000075,0.0,0.013286280397815053,0.011925638506410244,165657.0,2056.0,0.4924628062269341,0.14167464035275684,0.0640241888730792,3.0
ISIC_0000077,1.0,0.04078975018661516,0.038485649042084576,111666.0,1536.0,0.5947690925695764,0.1600315246269616,0.0657373936818896,1.0
ISIC_0000078,1.0,0.05618264701783413,0.05223609531023818,29863.0,972.0,0.3972013980514149,0.1986520059335205,0.08441841823263319,2.0
ISIC_0000079,0.0,0.07097170119022932,0.06741269254688842,15652.0,839.0,0.27941890191647895,0.1571285177702077,0.0727124458822066,2.0
ISIC_0000080,0.0,0.0028088814314782473,0.002105784352704983,49723.0,1238.0,0.40768609413391577,0.26659667366910117,0.12076880824050244,4.0
ISIC_0000081,0.0,0.06619876615889583,0.05985447795739886,30310.0,1241.0,0.24731601345723148,0.2787504623815801,0.18511442718551732,2.0
ISIC_0000082,0.0,0.015968801447584748,0.013790778452731146,69445.0,1492.0,0.3920244913507306,0.2582939827828691,0.11892263589620879,3.0
ISIC_0000085,0.0,0.03231910812706614,0.02851175901827017,34162.0,1229.0,0.28421656518045924,0.23656061793055952,0.10912415043850693,3.0
ISIC_0000086,0.0,0.0072914728008296285,0.0064222272469099525,63083.0,1527.0,0.33997276590273556,0.18277171687873642,0.08255647959685007,3.0
ISIC_0000087,0.0,0.007982397220949003,0.0071706298269634304,103759.0,1820.0,0.3936342375846194,0.20755672751110174,0.09793835032098952,3.0
ISIC_0000088,0.0,0.07435085984350887,0.06925286292137456,58613.0,1653.0,0.2695616508434258,0.263944619460837,0.11813824679557061,3.0
ISIC_0000089,0.0,0.07357987462120168,0.06902188435163915,32806.0,1115.0,0.33159915089759856,0.28252368748588264,0.12512250851688575,4.0
ISIC_0000091,0.0,0.00488388615836709,0.004349406024318713,37148.0,898.0,0.5788854415184133,0.06649657886124398,0.02701992210456994,1.0
ISIC_0000092,0.0,0.01963753318488596,0.018380235274481467,23410.0,774.0,0.4910541168101346,0.07446482074362573,0.03384518932388602,2.0
ISIC_0000093,0.0,0.0032261481499227976,0.002675547707452155,29320.0,847.0,0.5135787067251887,0.12470846619961333,0.05627419136238732,3.0
ISIC_0000094,0.0,0.04236469162328878,0.040023215158612666,16045.0,632.0,0.5047954467117473,0.11112833771307204,0.05058044528153358,2.0
ISIC_0000095,0.0,0.03299260174803976,0.03151124538311596,20953.0,692.0,0.5498495678995868,0.23430748631356052,0.1074644667756705,3.0
ISIC_0000096,0.0,0.01703015075493241,0.015711903888502625,74205.0,1324.0,0.5319454068044984,0.16226939512948554,0.07923938518766503,2.0
ISIC_0000097,0.0,0.010732999488924174,0.009476105522323414,65042.0,1787.0,0.255949712513383,0.24024392607299125,0.11529072958762086,3.0
ISIC_0000098,0.0,0.023624866401259843,0.023624866401259843,5975.0,407.0,0.4532720657582965,0.11550833479882565,0.0472025003747335,2.0
ISIC_0000099,0.0,0.01877234930485118,0.017301063281134166,107513.0,1568.0,0.5495139573442697,0.21374158710525656,0.09404963707236545,3.0
ISIC_0000100,0.0,0.011594363708083446,0.010385531606395266,104034.0,1520.0,0.5658456546460536,0.4529793101295756,0.2159861594434819,2.0
ISIC_0000101,0.0,0.011291815366595629,0.010061255452437336,104776.0,1785.0,0.41323322975938503,0.19428053076158966,0.12592709068446248,2.0
ISIC_0000102,0.0,0.036178651053560586,0.03575288699608354,7567.0,420.0,0.5390574061159629,0.1137076483169184,0.05348307255679715,3.0
ISIC_0000103,0.0,0.011794187073174317,0.010639997281834448,106209.0,1548.0,0.556966752373853,0.3254262587579855,0.14404268573909745,3.0
ISIC_0000104,0.0,0.02006058697533667,0.01781316411321828,63935.0,1172.0,0.5849157424875754,0.1258937743560186,0.05788714111504429,1.0
ISIC_0000105,0.0,0.04736472282140933,0.0444488594067517,18957.0,888.0,0.302101959733898,0.27241859377835637,0.13212513294456546,4.0
ISIC_0000107,0.0,0.2030642981853147,0.1855112333479446,52151.0,1496.0,0.29282578583416974,0.26668173941707446,0.12232562178886515,3.0
ISIC_0000108,0.0,0.021305036279208097,0.02003064940780563,49929.0,1270.0,0.38900509542088113,0.24710953149942225,0.11146336498417618,3.0
ISIC_0000109,0.0,0.11744641046698714,0.09909110048138724,94891.0,2435.0,0.20111152367588617,0.2999330750023391,0.16947950338161355,2.0
ISIC_0000110,0.0,0.006103656669359852,0.005444304991566839,28402.0,788.0,0.5747862257933554,0.14011625607671807,0.0614905034871508,2.0
ISIC_0000111,0.0,0.007628957707760254,0.006922063710075733,162670.0,1976.0,0.5235322626164292,0.4992689606686865,0.23183919848453427,4.0
ISIC_0000112,0.0,0.033690857672172066,0.03105603084080893,54597.0,1124.0,0.5430577567028088,0.16714432317411332,0.07215330073249121,2.0
ISIC_0000113,0.0,0.005890793256022502,0.00513567143068471,48723.0,1002.0,0.6098295180531371,0.09416882148839897,0.05087228847689348,2.0
ISIC_0000116,0.0,0.10017355992822417,0.09307166751492363,97385.0,1653.0,0.447874385671899,0.22730139187654988,0.09729944329646949,2.0
ISIC_0000118,0.0,0.034192598666826036,0.03221867053854763,22202.0,728.0,0.5264282702496724,0.2043492112773459,0.09387567248672951,3.0
ISIC_0000119,0.0,0.027752215674868207,0.024496671728953895,45135.0,1342.0,0.31493307899497225,0.31051650023332916,0.14889713814291533,3.0
ISIC_0000120,0.0,0.012740262431784284,0.011360136986763579,113265.0,1898.0,0.3951055927195816,0.32335934151979345,0.1650830988853966,3.0
ISIC_0000121,0.0,0.0076253472375608,0.006919158660009951,74434.0,1278.0,0.572689887557345,0.05861272402685631,0.02426524649389548,2.0
ISIC_0000122,0.0,0.034563731588868614,0.032310684084314305,105303.0,1464.0,0.6174026008558146,0.1628379210209901,0.07197934034141411,2.0
ISIC_0000123,0.0,0.009553464072678245,0.00851900445063987,50381.0,1096.0,0.5270545163584479,0.21121697232625333,0.09635803481035786,3.0
ISIC_0000124,0.0,0.0217310808065164,0.019853177351859284,63980.0,1717.0,0.272717815475279,0.18043018826244434,0.08410677550539912,3.0
ISIC_0000125,0.0,0.01329500678000855,0.01329500678000855,2802.0,256.0,0.5372767709569458,0.08701287964642343,0.038211554563997545,3.0
ISIC_0000126,0.0,0.03015487328390532,0.027709854645967202,72290.0,1232.0,0.5985034705684089,0.24756150844820632,0.11191238454625647,3.0
ISIC_0000127,0.0,0.04819804915403721,0.0453732572811189,115740.0,1682.0,0.514092607784576,0.3047046487693228,0.1888388484228013,2.0
ISIC_0000128,0.0,0.020918063426813783,0.018641719446744524,40564.0,1061.0,0.4528140255008705,0.18892141086643663,0.08771935446225658,3.0
ISIC_0000129,0.0,0.019771363047895434,0.01840900659336705,24882.0,849.0,0.4337902328471866,0.2130552146622028,0.0921821707775922,4.0
ISIC_0000130,0.0,0.09567668445535554,0.09049846672538588,61188.0,1254.0,0.48896868785526443,0.3414484934760068,0.14863259580109556,3.0
ISIC_0000131,0.0,0.0011128033346694886,0.0008192497965363061,69942.0,1297.0,0.5224779403210358,0.15809814801493713,0.07166010334344908,3.0
ISIC_0000132,0.0,0.03305439360390797,0.030957223432215693,9268.0,568.0,0.36099336333899773,0.276153222964594,0.14797215272311173,2.0
ISIC_0000133,0.0,0.016605380110190596,0.015326547419174915,38253.0,896.0,0.5987690518264227,0.19464388422964538,0.08761089363020451,3.0
ISIC_0000134,0.0,0.039341420018065475,0.037633686019788594,24169.0,740.0,0.5546322340731316,0.23682563136369336,0.11197710786305577,3.0
ISIC_0000135,0.0,0.02993281844431295,0.02733304224011854,27081.0,917.0,0.404702502479472,0.33381308563453255,0.15408043384060574,4.0
ISIC_0000136,0.0,0.018573000857775013,0.016833784552514133,138580.0,1792.0,0.5422935142479391,0.572915766198156,0.2662830153634552,5.0
ISIC_0000137,0.0,0.06387702949044241,0.0602593551390188,66068.0,1456.0,0.39163209349220063,0.16759746258327354,0.07405593493021738,3.0
ISIC_0000138,0.0,0.032372984157047605,0.030170697966606652,42638.0,978.0,0.5601817806205294,0.1930646592632933,0.08662322935167788,3.0
ISIC_0000139,1.0,0.007601666309622674,0.006921887774317819,72196.0,1236.0,0.5938627140964399,0.21953769717578525,0.09953059645545566,3.0
ISIC_0000140,1.0,0.029779736205663397,0.026527391828298077,93803.0,1456.0,0.5560371929807002,0.3596154951243313,0.16190456592121594,3.0
ISIC_0000141,1.0,0.02683148899497024,0.024760671919302625,46344.0,1118.0,0.46592903228665217,0.23054852376746487,0.10425528530184092,4.0
ISIC_0000142,1.0,0.00852121667036171,0.008012040840814083,97673.0,1408.0,0.6191260557651,0.41393663317949947,0.18434854538633147,4.0
ISIC_0000143,1.0,0.011764352607895552,0.010749649278229877,74998.0,1278.0,0.5770292633343064,0.26126965856937157,0.12604444941492235,3.0
ISIC_0000145,1.0,0.06351092857166635,0.0590952307308487,81714.0,1483.0,0.4669001701830662,0.04251704176816018,0.0176266435888298,3.0
ISIC_0000146,1.0,0.01062593233021749,0.009713100882442666,99827.0,1454.0,0.5933747624631918,0.3087669797332908,0.13390315681438195,3.0
ISIC_0000147,1.0,0.006602514833949669,0.005962881868652908,131797.0,1658.0,0.6024851354403681,0.26211430515823747,0.12273295360560998,2.0
ISIC_0000148,1.0,0.03123267286873179,0.02908985187803645,39785.0,1003.0,0.4969667815022328,0.23628337524630277,0.10813059193737388,3.0
ISIC_0000149,1.0,0.014869291348252656,0.01361167326859948,139665.0,1696.0,0.6101628387043021,0.24318578998899124,0.10843382145110185,2.0
ISIC_0000150,1.0,0.12439101585011814,0.11504597742984218,87126.0,1574.0,0.44192460639241604,0.2332183795249923,0.10243958761483148,3.0
ISIC_0000151,1.0,0.04770263799064003,0.0444910521441733,26733.0,840.0,0.4761008866690246,0.24423598702557553,0.11093440657995095,4.0
ISIC_0000152,1.0,0.042919104098538406,0.03979966700656149,60772.0,1414.0,0.38195708852865345,0.2664061473303681,0.13100651580016145,4.0
ISIC_0000153,1.0,0.022350548619043415,0.02061364265659628,74902.0,1604.0,0.36584283203957485,0.2642844562647527,0.15452609346842947,2.0
ISIC_0000154,1.0,0.23471273271416354,0.22175695785645394,26497.0,931.0,0.38415563479283793,0.12783874442305565,0.05746008300817378,3.0
ISIC_0000155,1.0,0.020203546400434657,0.01818636566659274,129973.0,1726.0,0.5482535148012688,0.36529432082666624,0.15819027851674103,4.0
ISIC_0000156,1.0,0.045606890702995284,0.04308278436633884,84647.0,1500.0,0.4727580326194048,0.33117284343347386,0.15157419743899905,3.0
ISIC_0000157,1.0,0.007910002349718722,0.0070566453418907426,78137.0,1364.0,0.5277616832791807,0.3728629574155068,0.1721943980201379,3.0
ISIC_0000159,1.0,0.038257734803441724,0.03508067665078647,102794.0,1506.0,0.5695445314503106,0.4601005291860697,0.21025323219517786,4.0
ISIC_0000160,1.0,0.02839547134838195,0.026558750424672893,190907.0,2104.0,0.5419263224121957,0.24415985409139968,0.11143413335743764,2.0
ISIC_0000161,1.0,0.034396275579928824,0.0315919873490363,123431.0,1839.0,0.4586386527955464,0.45147019362048935,0.20109505714875,4.0
ISIC_0000162,1.0,0.07243878836360157,0.06842210589979582,98619.0,1550.0,0.5158305530145628,0.21468188770342436,0.09247743721829094,2.0
ISIC_0000163,1.0,0.058005697989103426,0.05484289610039894,71246.0,1328.0,0.5076614670980422,0.42139819421572416,0.1971421425574568,4.0
ISIC_0000164,1.0,0.09174769052806073,0.08478538793675763,53664.0,1215.0,0.45681499273415005,0.2736764170914612,0.12228386224166048,3.0
ISIC_0000165,1.0,0.2663718979285281,0.2488000634919343,26835.0,1017.0,0.3260390040272384,0.3039885108553666,0.13314982437046324,4.0
ISIC_0000166,1.0,0.020790690480327664,0.01859047847384073,131671.0,2042.0,0.39681540374066415,0.5208032899255813,0.24612011787251134,3.0
ISIC_0000167,1.0,0.10245205000364498,0.09499669307718614,62012.0,1260.0,0.4908451590688089,0.33787281595154467,0.14743105951621857,3.0
ISIC_0000169,1.0,0.07850039871994839,0.07438025118523975,75658.0,1533.0,0.4045576435365581,0.2818680928709703,0.13838919649392498,3.0
ISIC_0000171,1.0,0.047902719366057375,0.043195861896552855,110224.0,1742.0,0.45644634108792087,0.32849926101128624,0.14860999751738227,3.0
ISIC_0000172,1.0,0.04683428460335381,0.04097132407734343,88340.0,1827.0,0.3325754322732716,0.34617190384521584,0.15006675454607288,3.0
ISIC_0000174,1.0,0.13797641482942274,0.12865763142969247,61445.0,1258.0,0.48790484454296906,0.3821811219558701,0.19166673588794692,3.0
ISIC_0000176,1.0,0.019534552552234487,0.016685704596057577,50385.0,1286.0,0.3828504745473365,0.21389625057944145,0.10223768381821674,3.0
ISIC_0000177,0.0,0.022430972258256986,0.02118476033323002,28861.0,819.0,0.5406963468374281,0.2129105692517975,0.09421826241049942,2.0
ISIC_0000179,0.0,0.01940258170431312,0.016983268163586137,101402.0,2243.0,0.25327821554456115,0.3687594188695797,0.19643178014081952,3.0
ISIC_0000181,0.0,0.00703604414157589,0.00634725278276975,54086.0,1086.0,0.5762820299952096,0.2615703222700408,0.11444619691120018,3.0
ISIC_0000182,0.0,0.004557186330238332,0.0039686125994789255,67078.0,1188.0,0.5972512782638284,0.19925943337275456,0.08732731138611909,2.0
ISIC_0000184,0.0,0.019023919496556466,0.017557299182153704,98487.0,1472.0,0.5711802111776678,0.2548636415553601,0.11295175822622101,3.0
ISIC_0000185,0.0,0.008619273182327865,0.007674607591271655,66809.0,1290.0,0.5045049302173679,0.07025380348996886,0.029939373413993064,3.0
ISIC_0000186,0.0,0.014994776470642615,0.0135881444923995,24872.0,708.0,0.6235252679632715,0.18452400168504282,0.0828588248045433,3.0
ISIC_0000188,0.0,0.02508569234538606,0.02325946646494758,144990.0,1798.0,0.563596826586436,0.12965626350768591,0.05729878614494869,2.0
ISIC_0000189,0.0,0.038008478490875165,0.035220430115078076,102527.0,1478.0,0.5897925001869563,0.35581922070971217,0.17678502937940657,2.0
ISIC_0000190,0.0,0.03551455172073594,0.03240054107365783,162280.0,2012.0,0.5037544670590292,0.3103473890303522,0.14509278184539284,3.0
ISIC_0000191,0.0,0.047968929661957066,0.04543827828896548,32870.0,868.0,0.5482392412426284,0.24594341948621856,0.10788151620294174,3.0
ISIC_0000192,0.0,0.008565343951666225,0.0079255958231671,132724.0,1694.0,0.5812092451517219,0.315366864379989,0.13905961357013005,2.0
ISIC_0000193,0.0,0.08727116394255084,0.08291475419195804,73461.0,1264.0,0.5777933672622572,0.3823852571602936,0.19276635613503335,3.0
ISIC_0000196,0.0,0.06403659496109222,0.05926269852631706,78955.0,1770.0,0.31669628518520493,0.32950422218962366,0.16261617000197123,3.0
ISIC_0000197,0.0,0.03979253929310143,0.03485593904476707,71816.0,1726.0,0.3029350281902235,0.43962690971468443,0.20969618161292655,3.0
ISIC_0000198,0.0,0.008921135802623933,0.008016813863160133,51949.0,1115.0,0.5250943208553115,0.04725855189024481,0.020410350104480272,1.0
ISIC_0000199,0.0,0.003634657410505907,0.0029702711725952497,80877.0,1507.0,0.44751582030045445,0.3059636495495508,0.1304012427887286,4.0
ISIC_0000201,0.0,0.018393110686446383,0.016662193029222047,40520.0,962.0,0.550210858024725,0.35186835161128543,0.16297364058617372,4.0
ISIC_0000202,0.0,0.033992467607572116,0.031922602645733135,203064.0,2030.0,0.6192281983145019,0.4368885315465533,0.21838471853568064,2.0
ISIC_0000203,0.0,0.1352443280130569,0.12974243721388415,234564.0,2056.0,0.6973085693922657,0.24919259448044564,0.11150422649308082,2.0
ISIC_0000204,0.0,0.015814718871015578,0.014262536277668771,127376.0,1671.0,0.573250669757594,0.3488167546258746,0.16904781124282278,3.0
ISIC_0000205,0.0,0.037550931647708306,0.034739670000804565,167662.0,1864.0,0.6063909211421419,0.35082507397433454,0.15529814338052775,3.0
ISIC_0000206,0.0,0.05658731480306889,0.054249069250126264,42179.0,1359.0,0.28699030752011395,0.4789694368330624,0.2167336115298407,3.0
ISIC_0000207,0.0,0.07252108300074718,0.06856208907786718,202164.0,1996.0,0.6376650467471285,0.20805787101200612,0.10060606889043495,2.0
ISIC_0000208,0.0,0.08532343675375555,0.08016341145116014,181786.0,1912.0,0.6248769740172989,0.24417996487710975,0.11172327489292101,2.0
ISIC_0000209,0.0,0.024319925960976402,0.021799555604259162,160375.0,1914.0,0.5501266276640179,0.24110147944983215,0.10997824628897551,3.0
ISIC_0000211,0.0,0.004562696346451534,0.003953168750585012,35478.0,860.0,0.6027984000219507,0.38816204673653515,0.18231362528907336,4.0
ISIC_0000212,0.0,0.009391319053870304,0.008849883578451715,185012.0,2014.0,0.5731797378883612,0.39377388351598636,0.18404837777352348,3.0
ISIC_0000213,0.0,0.06499131980673246,0.0604560277377686,102451.0,1753.0,0.41895003750776894,0.29078363078157493,0.1314001969914292,2.0
ISIC_0000214,0.0,0.14750206102635458,0.14023732721062657,59773.0,1471.0,0.34712794088479276,0.39889737481058946,0.1834265461241138,4.0
ISIC_0000215,0.0,0.029075415845019346,0.027197811928271264,184559.0,2006.0,0.5763459358255031,0.3633434311069068,0.15880632989072963,3.0
ISIC_0000216,0.0,0.011610218568855545,0.0102858518343602,107535.0,1732.0,0.45046798212665595,0.33104341956048267,0.16074227953500064,3.0
ISIC_0000217,0.0,0.03186667856532071,0.029389201348504226,139596.0,1790.0,0.5474907375806258,0.27550035858379224,0.12646570948791766,2.0
ISIC_0000218,0.0,0.015777472935248265,0.01444346372131836,56966.0,1124.0,0.5666213925368098,0.34716884212000754,0.1648681292136137,3.0
ISIC_0000219,0.0,0.06449933321003382,0.05960432831600563,93790.0,1559.0,0.4849245478243799,0.2750894099036538,0.13238588893444847,3.0
